Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
/model/layers.31/mlp/act_fn/Sigmoid,"0.0007,0.0007,0.0007,0.0007,0.0007",passed 100,passed 100,failed 26,"0.3739,0.8761,0.7329,0.6584,0.3589","0.3738,0.8760,0.7329,0.6582,0.3591"
/model/layers.31/mlp/act_fn/Mul,"0.0038,0.0037,0.0034,0.0034,0.0033",passed 100,failed 94,failed 20,"-0.1928,1.7139,0.7398,0.4319,-0.2082","-0.1927,1.7139,0.7402,0.4316,-0.2080"
ConvertLike_8486,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"9.0000,9.0000,0.0000,8.0000,9.0000","9.0000,9.0000,0.0000,8.0000,9.0000"
Transpose_8488,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"9.0000,12.0000,3.0000,5.0000,13.0000","9.0000,12.0000,3.0000,5.0000,13.0000"
Subtract_8489,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"1.0000,4.0000,-5.0000,-3.0000,5.0000","1.0000,4.0000,-5.0000,-3.0000,5.0000"
Multiply_8490,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0131,0.0718,-0.0677,0.0509,-0.0461","-0.0131,0.0718,-0.0677,0.0509,-0.0461"
Transpose_8491,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0131,-0.0131,0.1050,-0.0000,-0.0131","-0.0131,-0.0131,0.1050,-0.0000,-0.0131"
Reshape_8493,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0131,-0.0131,0.1050,-0.0000,-0.0131","-0.0131,-0.0131,0.1050,-0.0000,-0.0131"
Slice_8498,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0131,-0.0131,0.1050,-0.0000,-0.0131","-0.0131,-0.0131,0.1050,-0.0000,-0.0131"
/model/layers.31/mlp/up_proj/MatMul_Q4,"0.0033,0.0031,0.0030,0.0029,0.0029",passed 100,failed 83,failed 5,"-0.5911,1.4433,0.3207,-1.5153,2.8198","-0.5913,1.4434,0.3208,-1.5166,2.8184"
/model/layers.31/mlp/Mul,"0.0195,0.0188,0.0169,0.0158,0.0135",failed 99,failed 89,failed 16,"0.1140,2.4736,0.2372,-0.6544,-0.5872","0.1140,2.4746,0.2374,-0.6548,-0.5864"
ConvertLike_8503,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"7.0000,7.0000,8.0000,7.0000,13.0000","7.0000,7.0000,8.0000,7.0000,13.0000"
Transpose_8505,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"7.0000,0.0000,3.0000,12.0000,9.0000","7.0000,0.0000,3.0000,12.0000,9.0000"
Subtract_8506,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-1.0000,-8.0000,-5.0000,4.0000,1.0000","-1.0000,-8.0000,-5.0000,4.0000,1.0000"
Multiply_8507,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0114,-0.0884,0.0623,-0.0586,0.0126","0.0114,-0.0884,0.0623,-0.0586,0.0126"
Transpose_8508,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0114,0.0114,-0.0000,0.0114,-0.0568","0.0114,0.0114,-0.0000,0.0114,-0.0568"
Reshape_8510,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0114,0.0114,-0.0000,0.0114,-0.0568","0.0114,0.0114,-0.0000,0.0114,-0.0568"
Slice_8515,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0114,0.0114,-0.0000,0.0114,-0.0568","0.0114,0.0114,-0.0000,0.0114,-0.0568"
/model/layers.31/mlp/down_proj/MatMul_Q4,"0.0294,0.0284,0.0210,0.0164,0.0137",failed 99,failed 23,failed 1,"-2.5878,1.8946,3.7423,2.7977,-2.9891","-2.5879,1.8945,3.7422,2.7910,-2.9883"
Add_8517,"0.0295,0.0295,0.0182,0.0177,0.0152",failed 99,failed 21,failed 0,"-2.5285,-0.0216,3.8552,1.8283,-0.3003","-2.5293,-0.0215,3.8555,1.8223,-0.3008"
Multiply_8518,"0.5392,0.4360,0.4100,0.3723,0.3029",failed 48,failed 11,failed 0,"6.3932,0.0005,14.8628,3.3426,0.0902","6.3984,0.0005,14.8672,3.3203,0.0905"
ReduceMean_8520,0.0121,failed 0,failed 0,failed 0,15.1528,15.1406
Add_8522,0.0122,failed 0,failed 0,failed 0,15.1528,15.1406
Sqrt_8523,0.0020,passed 100,failed 0,failed 0,3.8927,3.8906
Divide_8525,0.0002,passed 100,passed 100,failed 0,0.2569,0.2571
Multiply_8526,"0.0061,0.0056,0.0042,0.0038,0.0036",passed 100,failed 74,failed 4,"-0.6496,-0.0056,0.9904,0.4697,-0.0772","-0.6504,-0.0055,0.9912,0.4685,-0.0773"
/model/layers.32/final_norm_layernorm/SkipLayerNorm_/model/layers.32/final_norm_layernorm/output_0,"0.0059,0.0058,0.0055,0.0052,0.0051",passed 100,failed 51,failed 2,"-1.0200,-0.0089,1.5939,0.7412,-0.1302","-1.0215,-0.0088,1.5957,0.7393,-0.1305"
ConvertLike_8530,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"5.0000,6.0000,12.0000,8.0000,7.0000","5.0000,6.0000,12.0000,8.0000,7.0000"
Transpose_8532,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"5.0000,5.0000,9.0000,0.0000,9.0000","5.0000,5.0000,9.0000,0.0000,9.0000"
Subtract_8533,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-3.0000,-3.0000,1.0000,-8.0000,1.0000","-3.0000,-3.0000,1.0000,-8.0000,1.0000"
Multiply_8534,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0319,0.0427,0.0125,0.1216,-0.0144","-0.0319,0.0427,0.0125,0.1216,-0.0144"
Transpose_8535,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0319,-0.0212,0.0425,0.0000,-0.0106","-0.0319,-0.0212,0.0425,0.0000,-0.0106"
Reshape_8537,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0319,-0.0212,0.0425,0.0000,-0.0106","-0.0319,-0.0212,0.0425,0.0000,-0.0106"
Slice_8542,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0319,-0.0212,0.0425,0.0000,-0.0106","-0.0319,-0.0212,0.0425,0.0000,-0.0106"
logits,"0.0243,0.0240,0.0229,0.0223,0.0223",failed 95,failed 17,failed 0,"-1.8179,-4.1782,-8.4238,1.3308,-0.0435","-1.8242,-4.1875,-8.4297,1.3291,-0.0449"
