Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
Multiply_5264,"0.0117,0.0115,0.0110,0.0108,0.0102",failed 99,failed 79,failed 17,"0.1644,0.1476,2.9314,2.1299,1.8830","0.1643,0.1477,2.9336,2.1289,1.8828"
/model/layers.7/post_attention_layernorm/SkipLayerNorm_,0.0003,passed 100,passed 100,failed 0,1.2747,1.2744
Add_5268,0.0003,passed 100,passed 100,failed 0,1.2748,1.2744
Sqrt_5269,0.0001,passed 100,passed 100,failed 0,1.1291,1.1289
/model/layers.7/post_attention_layernorm/SkipLayerNorm__1,0.0000,passed 100,passed 100,passed 100,0.8857,0.8857
Multiply_5272,"0.0023,0.0022,0.0019,0.0018,0.0018",passed 100,failed 97,failed 12,"0.3591,0.3403,1.5164,1.2926,1.2154","0.3589,0.3403,1.5176,1.2920,1.2148"
/model/layers.7/post_attention_layernorm/SkipLayerNorm_/model/layers.7/post_attention_layernorm/output_0,"0.0005,0.0005,0.0005,0.0004,0.0004",passed 100,passed 100,failed 50,"0.0722,0.0658,0.3036,0.2449,0.2552","0.0722,0.0658,0.3037,0.2448,0.2551"
ConvertLike_5276,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"3.0000,15.0000,12.0000,10.0000,7.0000","3.0000,15.0000,12.0000,10.0000,7.0000"
Transpose_5278,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"3.0000,7.0000,0.0000,8.0000,4.0000","3.0000,7.0000,0.0000,8.0000,4.0000"
Subtract_5279,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-5.0000,-1.0000,-8.0000,0.0000,-4.0000","-5.0000,-1.0000,-8.0000,0.0000,-4.0000"
Multiply_5280,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0494,-0.0120,-0.0737,-0.0000,-0.0530","0.0494,-0.0120,-0.0737,-0.0000,-0.0530"
Transpose_5281,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0494,-0.0692,-0.0396,-0.0198,0.0099","0.0494,-0.0692,-0.0396,-0.0198,0.0099"
Reshape_5283,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0494,-0.0692,-0.0396,-0.0198,0.0099","0.0494,-0.0692,-0.0396,-0.0198,0.0099"
Slice_5288,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0494,-0.0692,-0.0396,-0.0198,0.0099","0.0494,-0.0692,-0.0396,-0.0198,0.0099"
/model/layers.7/mlp/gate_proj/MatMul_Q4,"0.0022,0.0011,0.0009,0.0009,0.0009",passed 100,failed 99,failed 17,"0.4576,-0.0526,-0.2636,0.3144,0.0689","0.4573,-0.0526,-0.2634,0.3145,0.0688"
/model/layers.7/mlp/act_fn/Sigmoid,"0.0005,0.0005,0.0005,0.0005,0.0005",passed 100,passed 100,failed 29,"0.6124,0.4869,0.4345,0.5780,0.5172","0.6123,0.4868,0.4346,0.5776,0.5171"
/model/layers.7/mlp/act_fn/Mul,"0.0015,0.0012,0.0012,0.0011,0.0010",passed 100,failed 99,failed 33,"0.2802,-0.0256,-0.1145,0.1817,0.0356","0.2800,-0.0256,-0.1145,0.1816,0.0356"
ConvertLike_5294,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"6.0000,6.0000,8.0000,11.0000,13.0000","6.0000,6.0000,8.0000,11.0000,13.0000"
Transpose_5296,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"6.0000,13.0000,5.0000,9.0000,12.0000","6.0000,13.0000,5.0000,9.0000,12.0000"
Subtract_5297,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-2.0000,5.0000,-3.0000,1.0000,4.0000","-2.0000,5.0000,-3.0000,1.0000,4.0000"
Multiply_5298,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0320,0.0598,0.0260,-0.0156,0.0476","-0.0320,0.0598,0.0260,-0.0156,0.0476"
Transpose_5299,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0320,-0.0320,0.0000,0.0480,0.0800","-0.0320,-0.0320,0.0000,0.0480,0.0800"
Reshape_5301,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0320,-0.0320,0.0000,0.0480,0.0800","-0.0320,-0.0320,0.0000,0.0480,0.0800"
Slice_5306,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0320,-0.0320,0.0000,0.0480,0.0800","-0.0320,-0.0320,0.0000,0.0480,0.0800"
/model/layers.7/mlp/up_proj/MatMul_Q4,"0.0010,0.0009,0.0009,0.0009,0.0008",passed 100,passed 100,failed 19,"-0.6968,-0.3016,0.5674,-0.3138,-0.3731","-0.6973,-0.3015,0.5674,-0.3140,-0.3728"
/model/layers.7/mlp/Mul,"0.0025,0.0012,0.0008,0.0008,0.0007",passed 100,failed 99,failed 58,"-0.1953,0.0077,-0.0650,-0.0570,-0.0133","-0.1953,0.0077,-0.0649,-0.0570,-0.0133"
ConvertLike_5311,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"6.0000,13.0000,4.0000,6.0000,0.0000","6.0000,13.0000,4.0000,6.0000,0.0000"
Transpose_5313,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"6.0000,6.0000,8.0000,5.0000,10.0000","6.0000,6.0000,8.0000,5.0000,10.0000"
Subtract_5314,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-2.0000,-2.0000,0.0000,-3.0000,2.0000","-2.0000,-2.0000,0.0000,-3.0000,2.0000"
Multiply_5315,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0194,-0.0221,0.0000,0.0330,0.0242","-0.0194,-0.0221,0.0000,0.0330,0.0242"
Transpose_5316,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0194,0.0485,-0.0388,-0.0194,-0.0776","-0.0194,0.0485,-0.0388,-0.0194,-0.0776"
Reshape_5318,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0194,0.0485,-0.0388,-0.0194,-0.0776","-0.0194,0.0485,-0.0388,-0.0194,-0.0776"
Slice_5323,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0194,0.0485,-0.0388,-0.0194,-0.0776","-0.0194,0.0485,-0.0388,-0.0194,-0.0776"
/model/layers.7/mlp/down_proj/MatMul_Q4,"0.0125,0.0083,0.0047,0.0026,0.0025",failed 99,failed 99,failed 13,"0.0560,0.0023,-0.0684,-0.0105,-0.1012","0.0562,0.0018,-0.0682,-0.0104,-0.1013"
/model/layers.8/input_layernorm/output_3,"0.0135,0.0077,0.0058,0.0032,0.0027",failed 99,failed 93,failed 8,"0.4615,0.3865,1.6437,1.4489,1.2711","0.4614,0.3860,1.6445,1.4482,1.2705"
Multiply_5326,"0.1242,0.1149,0.0668,0.0195,0.0170",failed 99,failed 71,failed 13,"0.2130,0.1494,2.7019,2.0994,1.6156","0.2129,0.1489,2.7051,2.0977,1.6143"
/model/layers.8/input_layernorm/SkipLayerNorm_,0.0006,passed 100,passed 100,failed 0,1.5084,1.5078
Add_5330,0.0006,passed 100,passed 100,failed 0,1.5085,1.5078
Sqrt_5331,0.0007,passed 100,passed 100,failed 0,1.2282,1.2275
/model/layers.8/input_layernorm/SkipLayerNorm__1,0.0002,passed 100,passed 100,failed 0,0.8142,0.8145
Multiply_5334,"0.0105,0.0038,0.0032,0.0031,0.0027",failed 99,failed 92,failed 8,"0.3758,0.3147,1.3383,1.1797,1.0349","0.3757,0.3145,1.3398,1.1797,1.0352"
/model/layers.8/input_layernorm/SkipLayerNorm_/model/layers.8/input_layernorm/output_0,"0.0011,0.0010,0.0010,0.0010,0.0010",passed 100,failed 99,failed 23,"0.1255,0.1119,0.4444,0.4032,0.3072","0.1255,0.1118,0.4448,0.4033,0.3074"
ConvertLike_5338,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"10.0000,8.0000,10.0000,8.0000,8.0000","10.0000,8.0000,10.0000,8.0000,8.0000"
Transpose_5340,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"10.0000,8.0000,7.0000,10.0000,9.0000","10.0000,8.0000,7.0000,10.0000,9.0000"
Subtract_5341,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"2.0000,0.0000,-1.0000,2.0000,1.0000","2.0000,0.0000,-1.0000,2.0000,1.0000"
Multiply_5342,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0184,0.0000,-0.0119,-0.0216,-0.0078","-0.0184,0.0000,-0.0119,-0.0216,-0.0078"
Transpose_5343,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0184,-0.0000,-0.0184,-0.0000,-0.0000","-0.0184,-0.0000,-0.0184,-0.0000,-0.0000"
Reshape_5345,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0184,-0.0000,-0.0184,-0.0000,-0.0000","-0.0184,-0.0000,-0.0184,-0.0000,-0.0000"
Slice_5350,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0184,-0.0000,-0.0184,-0.0000,-0.0000","-0.0184,-0.0000,-0.0184,-0.0000,-0.0000"
/model/layers.8/attn/qkv_proj/MatMul/output_0,"0.0032,0.0031,0.0030,0.0030,0.0029",passed 100,failed 93,failed 8,"0.0795,0.8986,-0.7185,0.0396,0.5514","0.0789,0.8989,-0.7192,0.0392,0.5513"
