Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
Multiply_7576,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0233,-0.0579,-0.0669,-0.0247,-0.0108","-0.0233,-0.0579,-0.0669,-0.0247,-0.0108"
Transpose_7577,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0233,-0.0117,-0.0000,-0.0000,-0.0233","-0.0233,-0.0117,-0.0000,-0.0000,-0.0233"
Reshape_7579,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0233,-0.0117,-0.0000,-0.0000,-0.0233","-0.0233,-0.0117,-0.0000,-0.0000,-0.0233"
Slice_7584,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0233,-0.0117,-0.0000,-0.0000,-0.0233","-0.0233,-0.0117,-0.0000,-0.0000,-0.0233"
/model/layers.24/mlp/down_proj/MatMul_Q4,"0.0197,0.0122,0.0103,0.0098,0.0095",failed 99,failed 26,failed 1,"-0.0533,0.7281,1.4471,-2.6279,-1.8309","-0.0508,0.7285,1.4473,-2.6309,-1.8350"
/model/layers.25/input_layernorm/output_3,"0.0138,0.0129,0.0127,0.0118,0.0111",failed 99,failed 26,failed 1,"-0.0623,-1.3881,0.6683,-2.7355,-1.1040","-0.0596,-1.3867,0.6685,-2.7383,-1.1074"
Multiply_7587,"0.3095,0.2003,0.1388,0.1336,0.1314",failed 63,failed 18,failed 1,"0.0039,1.9268,0.4467,7.4829,1.2188","0.0035,1.9229,0.4468,7.5000,1.2266"
/model/layers.25/input_layernorm/SkipLayerNorm_,0.0116,failed 0,failed 0,failed 0,6.8517,6.8633
Add_7591,0.0116,failed 0,failed 0,failed 0,6.8517,6.8633
Sqrt_7592,0.0016,passed 100,failed 0,failed 0,2.6176,2.6191
/model/layers.25/input_layernorm/SkipLayerNorm__1,0.0002,passed 100,passed 100,failed 0,0.3820,0.3818
Multiply_7595,"0.0044,0.0043,0.0039,0.0035,0.0033",passed 100,failed 70,failed 4,"-0.0238,-0.5303,0.2553,-1.0450,-0.4218","-0.0228,-0.5293,0.2551,-1.0459,-0.4229"
/model/layers.25/input_layernorm/SkipLayerNorm_/model/layers.25/input_layernorm/output_0,"0.0028,0.0027,0.0023,0.0023,0.0023",passed 100,failed 89,failed 7,"-0.0148,-0.3377,0.1526,-0.6613,-0.2504","-0.0141,-0.3369,0.1525,-0.6616,-0.2510"
ConvertLike_7599,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"9.0000,9.0000,5.0000,8.0000,12.0000","9.0000,9.0000,5.0000,8.0000,12.0000"
Transpose_7601,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"9.0000,7.0000,13.0000,9.0000,4.0000","9.0000,7.0000,13.0000,9.0000,4.0000"
Subtract_7602,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"1.0000,-1.0000,5.0000,1.0000,-4.0000","1.0000,-1.0000,5.0000,1.0000,-4.0000"
Multiply_7603,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0047,0.0084,0.0421,-0.0049,0.0267","-0.0047,0.0084,0.0421,-0.0049,0.0267"
Transpose_7604,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0047,-0.0047,0.0142,-0.0000,-0.0189","-0.0047,-0.0047,0.0142,-0.0000,-0.0189"
Reshape_7606,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0047,-0.0047,0.0142,-0.0000,-0.0189","-0.0047,-0.0047,0.0142,-0.0000,-0.0189"
Slice_7611,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0047,-0.0047,0.0142,-0.0000,-0.0189","-0.0047,-0.0047,0.0142,-0.0000,-0.0189"
/model/layers.25/attn/qkv_proj/MatMul/output_0,"0.0055,0.0054,0.0051,0.0049,0.0047",passed 100,failed 58,failed 3,"0.2532,1.0164,0.7823,0.3394,1.1828","0.2534,1.0156,0.7817,0.3386,1.1826"
