Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
Reshape_7943,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0437,0.0546,-0.0219,-0.0437,-0.0109","-0.0437,0.0546,-0.0219,-0.0437,-0.0109"
Slice_7948,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0437,0.0546,-0.0219,-0.0437,-0.0109","-0.0437,0.0546,-0.0219,-0.0437,-0.0109"
/model/layers.27/mlp/gate_proj/MatMul_Q4,"0.0029,0.0027,0.0025,0.0024,0.0023",passed 100,failed 91,failed 7,"0.8011,0.0508,-1.0607,-0.8746,-1.3445","0.8008,0.0500,-1.0605,-0.8745,-1.3447"
/model/layers.27/mlp/act_fn/Sigmoid,"0.0008,0.0006,0.0006,0.0006,0.0006",passed 100,passed 100,failed 23,"0.6902,0.5127,0.2572,0.2943,0.2068","0.6899,0.5122,0.2571,0.2942,0.2067"
/model/layers.27/mlp/act_fn/Mul,"0.0033,0.0027,0.0027,0.0026,0.0026",passed 100,failed 95,failed 18,"0.5529,0.0260,-0.2728,-0.2574,-0.2780","0.5527,0.0256,-0.2727,-0.2573,-0.2778"
ConvertLike_7954,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"11.0000,13.0000,1.0000,3.0000,8.0000","11.0000,13.0000,1.0000,3.0000,8.0000"
Transpose_7956,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"11.0000,9.0000,6.0000,4.0000,12.0000","11.0000,9.0000,6.0000,4.0000,12.0000"
Subtract_7957,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"3.0000,1.0000,-2.0000,-4.0000,4.0000","3.0000,1.0000,-2.0000,-4.0000,4.0000"
Multiply_7958,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0326,0.0104,-0.0228,-0.0454,0.0483","-0.0326,0.0104,-0.0228,-0.0454,0.0483"
Transpose_7959,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0326,-0.0543,0.0760,0.0543,-0.0000","-0.0326,-0.0543,0.0760,0.0543,-0.0000"
Reshape_7961,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0326,-0.0543,0.0760,0.0543,-0.0000","-0.0326,-0.0543,0.0760,0.0543,-0.0000"
Slice_7966,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0326,-0.0543,0.0760,0.0543,-0.0000","-0.0326,-0.0543,0.0760,0.0543,-0.0000"
/model/layers.27/mlp/up_proj/MatMul_Q4,"0.0031,0.0031,0.0027,0.0026,0.0026",passed 100,failed 86,failed 6,"-0.0707,1.6524,0.0267,-0.4941,-1.6081","-0.0705,1.6514,0.0270,-0.4939,-1.6074"
/model/layers.27/mlp/Mul,"0.0088,0.0077,0.0076,0.0075,0.0074",passed 100,failed 90,failed 16,"-0.0391,0.0430,-0.0073,0.1272,0.4470","-0.0390,0.0423,-0.0074,0.1271,0.4465"
ConvertLike_7971,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"14.0000,8.0000,15.0000,15.0000,10.0000","14.0000,8.0000,15.0000,15.0000,10.0000"
Transpose_7973,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"14.0000,1.0000,8.0000,10.0000,9.0000","14.0000,1.0000,8.0000,10.0000,9.0000"
Subtract_7974,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"6.0000,-7.0000,0.0000,2.0000,1.0000","6.0000,-7.0000,0.0000,2.0000,1.0000"
Multiply_7975,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0758,0.0667,-0.0000,-0.0262,-0.0099","0.0758,0.0667,-0.0000,-0.0262,-0.0099"
Transpose_7976,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0758,0.0000,0.0884,0.0884,0.0253","0.0758,0.0000,0.0884,0.0884,0.0253"
Reshape_7978,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0758,0.0000,0.0884,0.0884,0.0253","0.0758,0.0000,0.0884,0.0884,0.0253"
Slice_7983,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0758,0.0000,0.0884,0.0884,0.0253","0.0758,0.0000,0.0884,0.0884,0.0253"
/model/layers.27/mlp/down_proj/MatMul_Q4,"0.0149,0.0119,0.0112,0.0105,0.0104",failed 99,failed 26,failed 1,"-3.6843,-5.0318,-2.3328,-1.4897,-0.2510","-3.6875,-5.0312,-2.3320,-1.4912,-0.2512"
/model/layers.28/input_layernorm/output_3,"0.0180,0.0134,0.0130,0.0124,0.0113",failed 99,failed 26,failed 1,"-4.0807,-4.4070,-2.3055,0.0328,1.1042","-4.0859,-4.4062,-2.3047,0.0303,1.1045"
Multiply_7986,"0.3150,0.2846,0.2351,0.2101,0.2023",failed 60,failed 14,failed 1,"16.6523,19.4217,5.3151,0.0011,1.2193","16.6875,19.4219,5.3125,0.0009,1.2197"
/model/layers.28/input_layernorm/SkipLayerNorm_,0.0058,passed 100,failed 0,failed 0,10.8339,10.8281
Add_7990,0.0058,passed 100,failed 0,failed 0,10.8339,10.8281
Sqrt_7991,0.0005,passed 100,passed 100,failed 0,3.2915,3.2910
/model/layers.28/input_layernorm/SkipLayerNorm__1,0.0001,passed 100,passed 100,failed 0,0.3038,0.3040
Multiply_7994,"0.0038,0.0031,0.0030,0.0029,0.0028",passed 100,failed 76,failed 5,"-1.2398,-1.3389,-0.7004,0.0100,0.3355","-1.2422,-1.3389,-0.7007,0.0092,0.3357"
/model/layers.28/input_layernorm/SkipLayerNorm_/model/layers.28/input_layernorm/output_0,"0.0024,0.0024,0.0022,0.0021,0.0021",passed 100,failed 90,failed 6,"-0.8620,-0.9571,-0.4706,0.0068,0.2228","-0.8638,-0.9570,-0.4707,0.0063,0.2229"
ConvertLike_7998,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"8.0000,3.0000,11.0000,5.0000,12.0000","8.0000,3.0000,11.0000,5.0000,12.0000"
Transpose_8000,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"8.0000,7.0000,7.0000,9.0000,11.0000","8.0000,7.0000,7.0000,9.0000,11.0000"
Subtract_8001,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0000,-1.0000,-1.0000,1.0000,3.0000","0.0000,-1.0000,-1.0000,1.0000,3.0000"
Multiply_8002,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0000,-0.0101,-0.0079,0.0086,-0.0177","-0.0000,-0.0101,-0.0079,0.0086,-0.0177"
Transpose_8003,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0000,0.0351,-0.0211,0.0211,-0.0281","-0.0000,0.0351,-0.0211,0.0211,-0.0281"
Reshape_8005,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0000,0.0351,-0.0211,0.0211,-0.0281","-0.0000,0.0351,-0.0211,0.0211,-0.0281"
Slice_8010,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0000,0.0351,-0.0211,0.0211,-0.0281","-0.0000,0.0351,-0.0211,0.0211,-0.0281"
/model/layers.28/attn/qkv_proj/MatMul/output_0,"0.0065,0.0056,0.0053,0.0051,0.0051",passed 100,failed 58,failed 3,"-0.3043,-1.2830,0.9129,0.6022,-0.5226","-0.3059,-1.2842,0.9126,0.6021,-0.5234"
