Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
/model/layers.21/mlp/up_proj/MatMul_Q4,"0.0022,0.0020,0.0019,0.0019,0.0018",passed 100,failed 96,failed 9,"-0.0441,-0.4438,-2.0202,-0.4569,-0.5847","-0.0438,-0.4438,-2.0195,-0.4565,-0.5845"
/model/layers.21/mlp/Mul,"0.0090,0.0083,0.0054,0.0054,0.0040",passed 100,failed 97,failed 28,"-0.0504,-0.2241,0.4006,0.1204,-0.1495","-0.0501,-0.2244,0.4004,0.1202,-0.1494"
ConvertLike_7173,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"14.0000,2.0000,15.0000,1.0000,7.0000","14.0000,2.0000,15.0000,1.0000,7.0000"
Transpose_7175,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"14.0000,9.0000,9.0000,4.0000,8.0000","14.0000,9.0000,9.0000,4.0000,8.0000"
Subtract_7176,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"6.0000,1.0000,1.0000,-4.0000,0.0000","6.0000,1.0000,1.0000,-4.0000,0.0000"
Multiply_7177,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0593,-0.0160,0.0164,0.0518,-0.0000","-0.0593,-0.0160,0.0164,0.0518,-0.0000"
Transpose_7178,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0593,0.0593,-0.0692,0.0692,0.0099","-0.0593,0.0593,-0.0692,0.0692,0.0099"
Reshape_7180,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0593,0.0593,-0.0692,0.0692,0.0099","-0.0593,0.0593,-0.0692,0.0692,0.0099"
Slice_7185,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0593,0.0593,-0.0692,0.0692,0.0099","-0.0593,0.0593,-0.0692,0.0692,0.0099"
/model/layers.21/mlp/down_proj/MatMul_Q4,"0.0145,0.0070,0.0059,0.0054,0.0054",failed 99,failed 46,failed 2,"0.3527,-2.6685,-1.8613,-0.4979,2.0812","0.3511,-2.6680,-1.8613,-0.4973,2.0820"
/model/layers.22/input_layernorm/output_3,"0.0111,0.0093,0.0074,0.0072,0.0070",failed 99,failed 46,failed 2,"0.3194,-2.2227,-1.0167,-0.4717,4.0501","0.3179,-2.2227,-1.0166,-0.4709,4.0508"
Multiply_7188,"0.3463,0.2107,0.0928,0.0839,0.0829",failed 83,failed 28,failed 2,"0.1020,4.9403,1.0338,0.2225,16.4036","0.1010,4.9414,1.0332,0.2218,16.4062"
/model/layers.22/input_layernorm/SkipLayerNorm_,0.0034,passed 100,failed 0,failed 0,5.0268,5.0234
Add_7192,0.0034,passed 100,failed 0,failed 0,5.0268,5.0234
Sqrt_7193,0.0001,passed 100,passed 100,failed 0,2.2421,2.2422
/model/layers.22/input_layernorm/SkipLayerNorm__1,0.0000,passed 100,passed 100,passed 100,0.4460,0.4460
Multiply_7196,"0.0061,0.0047,0.0030,0.0030,0.0028",passed 100,failed 81,failed 5,"0.1424,-0.9914,-0.4535,-0.2104,1.8064","0.1418,-0.9912,-0.4534,-0.2101,1.8066"
/model/layers.22/input_layernorm/SkipLayerNorm_/model/layers.22/input_layernorm/output_0,"0.0020,0.0019,0.0018,0.0017,0.0016",passed 100,failed 97,failed 9,"0.0785,-0.5538,-0.2480,-0.1200,0.9173","0.0781,-0.5537,-0.2479,-0.1198,0.9175"
ConvertLike_7200,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"9.0000,15.0000,5.0000,5.0000,13.0000","9.0000,15.0000,5.0000,5.0000,13.0000"
Transpose_7202,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"9.0000,7.0000,15.0000,11.0000,5.0000","9.0000,7.0000,15.0000,11.0000,5.0000"
Subtract_7203,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"1.0000,-1.0000,7.0000,3.0000,-3.0000","1.0000,-1.0000,7.0000,3.0000,-3.0000"
Multiply_7204,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0105,-0.0089,0.0504,-0.0209,0.0225","-0.0105,-0.0089,0.0504,-0.0209,0.0225"
Transpose_7205,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0105,-0.0735,0.0315,0.0315,-0.0525","-0.0105,-0.0735,0.0315,0.0315,-0.0525"
Reshape_7207,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0105,-0.0735,0.0315,0.0315,-0.0525","-0.0105,-0.0735,0.0315,0.0315,-0.0525"
Slice_7212,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0105,-0.0735,0.0315,0.0315,-0.0525","-0.0105,-0.0735,0.0315,0.0315,-0.0525"
/model/layers.22/attn/qkv_proj/MatMul/output_0,"0.0070,0.0068,0.0062,0.0058,0.0058",passed 100,failed 69,failed 4,"-1.9555,-0.0526,-1.6489,-0.7413,-0.8116","-1.9541,-0.0526,-1.6475,-0.7407,-0.8115"
