Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
Slice_6503,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0356,0.0089,0.0089,0.0267,-0.0356","-0.0356,0.0089,0.0089,0.0267,-0.0356"
/model/layers.16/mlp/up_proj/MatMul_Q4,"0.0021,0.0019,0.0019,0.0019,0.0019",passed 100,failed 97,failed 10,"-0.8303,-0.2322,-0.3593,-0.5083,0.7606","-0.8296,-0.2322,-0.3589,-0.5088,0.7603"
/model/layers.16/mlp/Mul,"0.0053,0.0048,0.0043,0.0038,0.0035",passed 100,failed 98,failed 36,"0.1065,0.0524,-0.0420,0.1109,1.1132","0.1063,0.0524,-0.0420,0.1110,1.1123"
ConvertLike_6508,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"11.0000,12.0000,6.0000,8.0000,6.0000","11.0000,12.0000,6.0000,8.0000,6.0000"
Transpose_6510,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"11.0000,4.0000,14.0000,12.0000,7.0000","11.0000,4.0000,14.0000,12.0000,7.0000"
Subtract_6511,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"3.0000,-4.0000,6.0000,4.0000,-1.0000","3.0000,-4.0000,6.0000,4.0000,-1.0000"
Multiply_6512,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0348,-0.0361,-0.0597,-0.0371,-0.0135","0.0348,-0.0361,-0.0597,-0.0371,-0.0135"
Transpose_6513,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0348,0.0464,-0.0232,0.0000,-0.0232","0.0348,0.0464,-0.0232,0.0000,-0.0232"
Reshape_6515,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0348,0.0464,-0.0232,0.0000,-0.0232","0.0348,0.0464,-0.0232,0.0000,-0.0232"
Slice_6520,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0348,0.0464,-0.0232,0.0000,-0.0232","0.0348,0.0464,-0.0232,0.0000,-0.0232"
/model/layers.16/mlp/down_proj/MatMul_Q4,"0.0103,0.0086,0.0075,0.0060,0.0051",failed 99,failed 57,failed 3,"-1.8454,-0.9581,-0.0570,0.5352,0.8910","-1.8438,-0.9580,-0.0552,0.5342,0.8921"
/model/layers.17/input_layernorm/output_3,"0.0134,0.0097,0.0072,0.0069,0.0063",failed 99,failed 55,failed 3,"-1.1579,-2.6634,-0.5734,1.2194,-0.7850","-1.1562,-2.6641,-0.5713,1.2188,-0.7837"
Multiply_6523,"0.4116,0.3602,0.1467,0.0697,0.0615",failed 90,failed 37,failed 4,"1.3407,7.0937,0.3288,1.4869,0.6162","1.3369,7.0977,0.3264,1.4854,0.6143"
/model/layers.17/input_layernorm/SkipLayerNorm_,0.0039,passed 100,failed 0,failed 0,3.3477,3.3438
Add_6527,0.0039,passed 100,failed 0,failed 0,3.3477,3.3438
Sqrt_6528,0.0015,passed 100,failed 0,failed 0,1.8297,1.8281
/model/layers.17/input_layernorm/SkipLayerNorm__1,0.0003,passed 100,passed 100,failed 0,0.5465,0.5469
Multiply_6531,"0.0041,0.0033,0.0030,0.0027,0.0026",passed 100,failed 86,failed 6,"-0.6328,-1.4557,-0.3134,0.6665,-0.4290","-0.6323,-1.4570,-0.3125,0.6665,-0.4285"
/model/layers.17/input_layernorm/SkipLayerNorm_/model/layers.17/input_layernorm/output_0,"0.0019,0.0018,0.0014,0.0014,0.0013",passed 100,failed 98,failed 11,"-0.2929,-0.6994,-0.1561,0.3176,-0.1860","-0.2927,-0.7002,-0.1556,0.3176,-0.1858"
ConvertLike_6535,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"13.0000,11.0000,12.0000,7.0000,13.0000","13.0000,11.0000,12.0000,7.0000,13.0000"
Transpose_6537,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"13.0000,4.0000,13.0000,8.0000,5.0000","13.0000,4.0000,13.0000,8.0000,5.0000"
Subtract_6538,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"5.0000,-4.0000,5.0000,0.0000,-3.0000","5.0000,-4.0000,5.0000,0.0000,-3.0000"
Multiply_6539,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0339,0.0378,-0.0391,0.0000,0.0260","-0.0339,0.0378,-0.0391,0.0000,0.0260"
Transpose_6540,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0339,-0.0203,-0.0271,0.0068,-0.0339","-0.0339,-0.0203,-0.0271,0.0068,-0.0339"
Reshape_6542,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0339,-0.0203,-0.0271,0.0068,-0.0339","-0.0339,-0.0203,-0.0271,0.0068,-0.0339"
Slice_6547,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0339,-0.0203,-0.0271,0.0068,-0.0339","-0.0339,-0.0203,-0.0271,0.0068,-0.0339"
/model/layers.17/attn/qkv_proj/MatMul/output_0,"0.0050,0.0048,0.0048,0.0048,0.0047",passed 100,failed 77,failed 4,"-1.4866,1.1103,-1.2518,-1.4082,0.7451","-1.4863,1.1104,-1.2520,-1.4072,0.7446"
