Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
/model/layers.12/mlp/gate_proj/MatMul_Q4,"0.0025,0.0020,0.0018,0.0018,0.0017",passed 100,failed 98,failed 12,"-0.4617,-0.4404,0.2546,0.0916,-0.0738","-0.4612,-0.4399,0.2542,0.0914,-0.0735"
/model/layers.12/mlp/act_fn/Sigmoid,"0.0006,0.0006,0.0005,0.0005,0.0005",passed 100,passed 100,failed 26,"0.3866,0.3916,0.5633,0.5229,0.4816","0.3867,0.3918,0.5630,0.5225,0.4817"
/model/layers.12/mlp/act_fn/Mul,"0.0026,0.0022,0.0021,0.0020,0.0019",passed 100,failed 99,failed 25,"-0.1785,-0.1725,0.1434,0.0479,-0.0355","-0.1783,-0.1724,0.1431,0.0477,-0.0354"
ConvertLike_5959,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"3.0000,8.0000,7.0000,10.0000,10.0000","3.0000,8.0000,7.0000,10.0000,10.0000"
Transpose_5961,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"3.0000,9.0000,4.0000,10.0000,7.0000","3.0000,9.0000,4.0000,10.0000,7.0000"
Subtract_5962,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-5.0000,1.0000,-4.0000,2.0000,-1.0000","-5.0000,1.0000,-4.0000,2.0000,-1.0000"
Multiply_5963,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0674,-0.0092,0.0425,-0.0256,-0.0110","0.0674,-0.0092,0.0425,-0.0256,-0.0110"
Transpose_5964,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0674,-0.0000,0.0135,-0.0270,-0.0270","0.0674,-0.0000,0.0135,-0.0270,-0.0270"
Reshape_5966,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0674,-0.0000,0.0135,-0.0270,-0.0270","0.0674,-0.0000,0.0135,-0.0270,-0.0270"
Slice_5971,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"0.0674,-0.0000,0.0135,-0.0270,-0.0270","0.0674,-0.0000,0.0135,-0.0270,-0.0270"
/model/layers.12/mlp/up_proj/MatMul_Q4,"0.0020,0.0017,0.0017,0.0017,0.0017",passed 100,failed 98,failed 11,"-0.8577,-0.3193,0.2081,0.6977,-0.8540","-0.8574,-0.3193,0.2083,0.6978,-0.8540"
/model/layers.12/mlp/Mul,"0.0035,0.0034,0.0030,0.0030,0.0028",passed 100,failed 98,failed 39,"0.1531,0.0551,0.0299,0.0334,0.0303","0.1530,0.0551,0.0298,0.0333,0.0302"
ConvertLike_5976,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"5.0000,6.0000,9.0000,11.0000,10.0000","5.0000,6.0000,9.0000,11.0000,10.0000"
Transpose_5978,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"5.0000,5.0000,11.0000,3.0000,9.0000","5.0000,5.0000,11.0000,3.0000,9.0000"
Subtract_5979,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-3.0000,-3.0000,3.0000,-5.0000,1.0000","-3.0000,-3.0000,3.0000,-5.0000,1.0000"
Multiply_5980,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0397,0.0428,-0.0359,-0.0389,0.0099","-0.0397,0.0428,-0.0359,-0.0389,0.0099"
Transpose_5981,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0397,-0.0265,0.0132,0.0397,0.0265","-0.0397,-0.0265,0.0132,0.0397,0.0265"
Reshape_5983,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0397,-0.0265,0.0132,0.0397,0.0265","-0.0397,-0.0265,0.0132,0.0397,0.0265"
Slice_5988,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0397,-0.0265,0.0132,0.0397,0.0265","-0.0397,-0.0265,0.0132,0.0397,0.0265"
/model/layers.12/mlp/down_proj/MatMul_Q4,"0.0147,0.0128,0.0113,0.0087,0.0047",failed 99,failed 65,failed 4,"-1.0822,0.2837,-1.0873,-1.5980,-0.7128","-1.0820,0.2827,-1.0859,-1.5957,-0.7119"
/model/layers.13/input_layernorm/output_3,"0.0159,0.0147,0.0093,0.0090,0.0056",failed 99,failed 61,failed 2,"-2.3106,-0.5508,-0.4303,1.3141,-0.8413","-2.3105,-0.5522,-0.4292,1.3164,-0.8403"
Multiply_5991,"0.4376,0.3622,0.2715,0.1532,0.0512",failed 94,failed 44,failed 5,"5.3388,0.3034,0.1852,1.7269,0.7078","5.3398,0.3049,0.1842,1.7334,0.7061"
/model/layers.13/input_layernorm/SkipLayerNorm_,0.0020,passed 100,failed 0,failed 0,2.4903,2.4883
Add_5995,0.0020,passed 100,failed 0,failed 0,2.4903,2.4883
Sqrt_5996,0.0009,passed 100,passed 100,failed 0,1.5781,1.5771
/model/layers.13/input_layernorm/SkipLayerNorm__1,0.0006,passed 100,passed 100,failed 0,0.6337,0.6343
Multiply_5999,"0.0036,0.0035,0.0035,0.0032,0.0032",passed 100,failed 78,failed 5,"-1.4642,-0.3490,-0.2727,0.8328,-0.5331","-1.4658,-0.3503,-0.2722,0.8350,-0.5332"
/model/layers.13/input_layernorm/SkipLayerNorm_/model/layers.13/input_layernorm/output_0,"0.0018,0.0016,0.0016,0.0016,0.0015",passed 100,failed 98,failed 13,"-0.6434,-0.1527,-0.1220,0.3481,-0.2030","-0.6440,-0.1533,-0.1218,0.3489,-0.2031"
ConvertLike_6003,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"2.0000,9.0000,7.0000,4.0000,9.0000","2.0000,9.0000,7.0000,4.0000,9.0000"
Transpose_6005,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"2.0000,7.0000,11.0000,8.0000,9.0000","2.0000,7.0000,11.0000,8.0000,9.0000"
Subtract_6006,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-6.0000,-1.0000,3.0000,0.0000,1.0000","-6.0000,-1.0000,3.0000,0.0000,1.0000"
Multiply_6007,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0535,0.0110,-0.0242,-0.0000,0.0085","-0.0535,0.0110,-0.0242,-0.0000,0.0085"
Transpose_6008,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0535,0.0089,-0.0089,-0.0356,0.0089","-0.0535,0.0089,-0.0089,-0.0356,0.0089"
Reshape_6010,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0535,0.0089,-0.0089,-0.0356,0.0089","-0.0535,0.0089,-0.0089,-0.0356,0.0089"
Slice_6015,"0.0000,0.0000,0.0000,0.0000,0.0000",passed 100,passed 100,passed 100,"-0.0535,0.0089,-0.0089,-0.0356,0.0089","-0.0535,0.0089,-0.0089,-0.0356,0.0089"
/model/layers.13/attn/qkv_proj/MatMul/output_0,"0.0059,0.0058,0.0057,0.0053,0.0052",passed 100,failed 73,failed 4,"-0.1435,-1.6292,1.3146,-0.8609,-0.6550","-0.1437,-1.6309,1.3164,-0.8618,-0.6553"
